,Age,Income (USD),Income Stability,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
5576,38,2902.03,1,3,1,57912.12,283.53,0,1,2.0,863.39,0,1,1,1.0,85271.12,46329.7
5580,20,3264.52,1,14,1,75258.27,421.78,0,1,3.0,787.09,0,2,2,1.0,87198.8,60206.62
5581,57,1385.25,1,14,0,33390.57,190.56,1,1,1.0,797.76,0,1,0,1.0,52153.76,23373.4
5583,52,1763.68,0,14,0,79609.64,408.11,0,1,2.0,711.08,1,0,2,1.0,111193.74,51746.27
5584,65,2324.87,0,10,0,31486.6,176.07,1,0,1.0,711.08,1,1,1,1.0,45229.6,22040.62
5585,25,2353.84,1,10,1,131734.93,357.96,1,1,3.0,748.38,1,0,1,1.0,172820.41,92214.45
5586,18,2353.84,1,0,1,34548.81,251.66,1,1,2.0,773.38,0,0,1,1.0,52557.3,24184.17
5587,38,3398.09,1,10,1,28271.94,125.87,1,1,3.0,773.38,0,2,2,1.0,50820.81,19790.36
5589,33,1832.45,1,8,1,40307.86,185.97,1,1,2.0,742.95,0,2,1,1.0,49531.28,28215.5
5591,25,2934.16,1,3,1,156289.86,450.42,0,0,2.0,768.65,0,1,0,1.0,219321.99,117217.39
5592,42,1873.4,1,14,1,241717.78,673.53,0,1,2.0,664.21,0,0,0,1.0,369608.49,169202.45
5593,34,1873.4,1,8,1,109146.73,337.94,0,0,2.0,753.14,0,0,1,1.0,128786.96,87317.38
5594,18,2837.08,1,10,1,117783.84,598.45,0,1,2.0,799.6,0,0,0,1.0,202430.48,88337.88
5596,23,1437.36,1,3,1,184902.16,633.48,0,0,2.0,750.67,0,1,0,1.0,221183.71,129431.51
5600,60,1630.02,1,10,1,30903.32,179.16,1,1,2.0,792.76,0,2,2,1.0,58492.24,24722.66
5601,57,1891.23,1,10,2,190037.33,625.93,0,0,4.0,783.24,0,2,1,1.0,345091.39,152029.86
5602,37,1891.23,1,8,1,34894.39,356.98,0,1,3.0,725.12,1,2,2,1.0,41215.16,22681.35
5603,18,997.79,1,17,0,32285.59,257.86,0,0,2.0,698.22,0,2,2,1.0,46564.18,20985.63
5606,47,2043.03,1,3,2,58134.05,256.78,0,1,2.0,865.68,0,1,0,1.0,74078.06,40693.84
5608,48,2548.32,1,14,1,109190.53,1119.69,1,1,1.0,759.49,1,0,0,1.0,192977.16,76433.37
5609,18,5116.29,1,0,2,222851.77,976.26,0,1,1.0,816.57,0,2,0,1.0,371505.53,167138.83
5610,24,2079.01,1,8,0,75082.79,493.53,0,0,2.0,707.13,0,2,0,1.0,88041.55,52557.95
5612,30,2915.23,1,6,1,97415.97,305.72,0,1,4.0,798.16,0,2,0,1.0,182975.99,73061.98
5614,51,5175.25,1,8,1,86236.24,326.87,1,0,3.0,697.68,0,1,1,1.0,144482.01,60365.37
5615,22,3223.71,1,3,1,57701.81,211.99,0,0,3.0,730.08,1,1,2,1.0,69444.14,37506.18
5617,55,1583.73,1,10,0,26383.2,124.95,1,1,2.0,624.05,0,1,0,1.0,45563.45,17149.08
5619,35,663.22,1,8,0,30283.95,174.58,0,0,3.0,671.89,0,1,1,1.0,55287.25,21198.76
5621,27,823.68,1,14,0,73382.5,359.87,0,0,2.0,669.24,0,2,2,1.0,112416.03,47698.62
5622,47,2559.89,1,14,1,49762.81,419.17,0,1,2.0,789.3,0,2,1,1.0,89063.05,39810.25
5624,33,4729.84,1,8,0,325481.63,1083.29,0,1,2.0,709.02,0,1,0,1.0,405909.71,227837.14
5625,39,3038.32,1,6,1,53610.46,379.51,0,0,3.0,841.91,0,1,2,1.0,81493.53,40207.84
5628,47,934.68,1,2,1,112185.94,446.4,0,1,2.0,790.83,0,1,1,1.0,162601.88,89748.75
5629,56,934.68,1,6,1,70208.53,284.95,0,1,3.0,737.19,0,0,1,1.0,120397.41,49145.97
5630,37,1600.22,1,6,1,47107.11,172.86,0,1,1.0,723.0,0,1,2,1.0,86575.34,32974.98
5631,33,1600.22,1,6,1,126166.1,574.4,1,1,2.0,757.26,0,1,0,1.0,196836.77,94624.58
5632,46,1635.01,1,3,1,116085.02,431.14,0,0,3.0,762.49,0,0,0,1.0,158350.79,92868.02
5633,25,4233.92,1,14,1,64741.71,202.34,0,0,1.0,836.08,0,1,0,1.0,116269.87,48556.28
5634,36,4233.92,1,11,1,105030.88,364.68,1,1,3.0,732.11,0,1,2,1.0,139965.79,73521.62
5635,44,2624.15,1,4,0,126747.62,394.32,1,1,3.0,744.17,1,1,2,1.0,145607.29,88723.33
5636,33,3534.81,1,10,0,124462.09,709.46,1,0,3.0,659.25,0,1,0,1.0,167552.92,87123.46
5638,43,1457.44,1,8,1,79297.67,382.35,1,0,2.0,723.27,1,2,1,1.0,141465.6,51543.49
5639,35,1340.43,1,17,0,34148.84,173.22,0,0,2.0,657.65,0,2,0,1.0,49133.25,22196.75
5642,59,3347.95,1,3,1,150496.44,515.42,0,1,3.0,700.21,0,0,0,1.0,209355.73,105347.51
5643,61,3347.95,1,0,2,178529.74,678.72,0,1,3.0,870.83,0,1,2,1.0,222304.16,124970.82
5645,18,2610.15,1,12,1,83672.65,385.21,0,1,3.0,676.49,0,0,2,1.0,134152.71,58570.85
5646,20,988.44,1,14,1,20806.25,94.78,0,1,1.0,678.55,0,0,0,1.0,25749.53,13524.06
5648,49,1583.7,1,4,1,42007.21,270.95,1,1,2.0,710.83,0,1,0,1.0,57718.28,29405.05
5649,32,2726.4,1,2,1,146197.16,442.23,1,0,4.0,750.46,1,1,0,1.0,221585.92,102338.01
5650,24,1405.98,1,8,1,115368.53,342.31,0,1,3.0,741.41,1,1,1,1.0,195734.4,74989.54
5651,18,1405.98,1,8,1,19998.76,105.65,0,1,3.0,757.8,0,0,0,1.0,35358.93,14999.07
5652,65,1209.56,0,10,1,93107.04,329.62,0,1,1.0,797.25,0,1,1,1.0,175523.58,65174.93
5653,64,3789.13,1,10,0,128449.05,627.88,1,1,3.0,786.99,0,0,1,1.0,171349.47,89914.34
5654,60,2640.1,1,8,1,35736.62,220.82,1,0,1.0,786.99,0,0,2,1.0,65621.72,28589.3
5655,41,1391.08,1,8,1,31096.46,192.12,0,1,2.0,748.78,0,0,2,1.0,37774.47,21767.52
5656,18,3515.21,1,0,2,148294.47,1403.19,0,0,2.0,698.27,0,0,2,1.0,277319.3,103806.13
5657,51,3339.26,1,4,1,32135.72,311.58,1,1,2.0,843.64,0,1,1,1.0,58235.96,22495.0
5658,18,3010.2,1,0,1,77445.55,474.5,0,1,2.0,773.86,1,0,2,1.0,130567.83,61956.44
5661,52,2818.01,1,8,1,158096.02,799.55,1,1,3.0,762.03,1,0,2,1.0,192969.88,118572.01
5662,25,2477.22,1,6,1,31866.68,279.49,0,1,3.0,678.76,0,2,2,1.0,55405.22,20713.34
5665,41,2845.65,1,2,2,75800.86,488.52,0,0,2.0,662.94,0,1,0,1.0,84152.09,53060.6
5667,39,4270.79,1,10,1,137844.91,852.67,1,0,2.0,728.95,0,2,0,1.0,203590.95,89599.19
5669,24,2348.21,1,4,0,110001.78,499.57,0,1,2.0,753.49,1,1,2,1.0,191540.45,77001.25
5670,42,2348.21,0,3,1,114947.4,516.07,0,1,2.0,749.04,0,2,2,1.0,139806.72,74715.81
5671,65,1392.42,0,4,1,71062.39,320.04,0,1,2.0,845.31,1,2,2,1.0,116507.83,53296.79
5672,45,4548.33,1,4,2,37211.31,270.57,0,1,2.0,748.76,0,2,2,1.0,64530.38,26047.92
5673,28,4372.07,1,3,1,31384.53,270.57,0,0,1.0,678.71,0,2,0,1.0,55167.8,21969.17
5674,30,4372.07,1,0,1,141175.48,687.78,1,0,2.0,843.14,0,1,1,1.0,213884.32,112940.38
5676,47,2457.46,1,8,1,53119.42,151.46,0,0,2.0,700.68,0,0,2,1.0,99078.61,37183.59
5678,19,1820.03,1,10,2,94491.4,475.18,0,1,2.0,822.96,0,0,2,1.0,148319.85,66143.98
5679,28,1820.03,1,0,1,164280.87,458.98,0,1,1.0,674.17,0,1,0,1.0,256145.39,114996.61
5680,65,2417.08,0,0,1,66204.84,313.73,0,0,1.0,845.73,0,0,0,1.0,113196.34,43033.15
5681,63,2417.08,1,0,1,31004.81,305.43,1,0,3.0,845.73,1,1,2,1.0,54639.69,24803.85
5682,47,2978.89,1,4,1,64190.32,371.08,0,1,2.0,700.55,1,1,1,1.0,119329.7,44933.22
5683,54,1120.89,1,11,1,102678.67,350.21,1,1,2.0,730.44,1,0,1,1.0,113222.59,71875.07
5684,18,1120.89,1,11,0,94006.95,345.04,0,0,2.0,760.94,1,1,0,1.0,158711.74,65804.86
5685,50,4422.16,1,10,1,107581.01,808.35,1,0,1.0,781.61,0,1,0,1.0,126304.25,86064.81
5686,23,2617.99,1,14,1,56789.73,155.06,0,1,1.0,813.59,0,1,1,1.0,73171.09,45431.78
5687,65,1207.2,0,0,1,54615.55,513.85,1,0,2.0,842.71,1,2,2,1.0,102633.77,43692.44
5689,32,6059.0,1,0,2,39414.14,210.85,0,0,1.0,798.94,0,0,0,1.0,51475.42,31531.31
5690,47,6059.0,1,0,1,78553.97,770.93,0,0,2.0,846.86,0,0,2,1.0,122972.04,62843.18
5691,45,3180.92,1,14,1,85003.22,286.77,0,1,1.0,777.04,1,0,1,1.0,136010.17,68002.58
5692,36,3180.92,1,10,1,39825.17,503.95,0,1,2.0,662.88,0,2,2,1.0,65196.59,27877.62
5693,21,1591.52,1,10,1,73312.86,796.46,1,1,2.0,702.82,1,0,0,1.0,121149.05,51319.0
5694,60,1566.41,1,14,1,23290.48,211.71,0,1,3.0,728.52,0,0,1,1.0,27613.66,16303.34
5695,34,3881.87,1,0,1,125693.65,586.35,1,1,2.0,853.5,0,2,2,1.0,220179.81,94270.24
5696,25,2240.02,1,14,2,65989.46,673.49,0,0,1.0,750.21,0,2,0,1.0,83381.94,52791.57
5697,20,1406.1,1,14,0,38970.1,200.57,0,1,1.0,706.62,0,2,2,1.0,43060.02,25330.56
5698,32,9357.76,1,12,1,123930.54,618.38,0,1,1.0,824.69,0,2,1,1.0,191986.01,92947.9
5699,29,9463.07,1,0,0,84351.16,406.26,0,1,1.0,662.31,0,1,1,1.0,108500.68,59045.81
5700,44,4256.43,1,7,2,87145.23,320.05,1,0,2.0,810.59,0,1,2,1.0,148326.2,65358.92
5701,18,2150.07,1,11,1,41853.0,181.75,1,1,2.0,763.8,0,1,0,1.0,76817.72,31389.75
5702,44,962.06,1,14,1,79702.68,408.45,0,1,2.0,759.11,0,2,0,1.0,128740.57,55791.88
5704,52,2346.03,1,10,1,95689.91,448.64,0,1,4.0,830.98,0,2,0,1.0,156232.8,66982.94
5705,63,2709.9,1,0,1,55213.98,443.44,0,1,1.0,794.7,0,2,0,1.0,93736.32,44171.18
5706,65,2200.19,0,10,1,300750.01,1016.8,0,1,2.0,826.42,1,0,0,1.0,567498.05,225562.51
5707,26,4305.79,1,10,1,236542.81,612.39,0,1,2.0,837.19,0,0,1,1.0,364005.29,165579.97
5708,42,6701.46,1,10,2,173046.46,747.04,0,1,2.0,837.19,0,2,1,1.0,268679.45,138437.17
5709,23,3143.6,1,12,1,105810.44,505.79,0,1,1.0,880.18,0,0,0,1.0,161266.05,84648.35
5710,61,1215.75,1,14,1,25472.06,303.9,0,1,2.0,857.0,0,1,0,1.0,41814.77,25472.06
5711,24,1488.02,1,10,0,68681.17,274.32,0,1,2.0,663.25,0,1,0,1.0,107531.86,51510.88
5713,34,1305.73,1,10,2,122194.17,635.64,1,0,2.0,641.45,0,2,0,1.0,194389.65,91645.63
5715,51,3091.31,1,14,1,73945.75,564.7,0,1,2.0,725.45,0,1,0,1.0,105460.94,48064.74
5718,26,2232.66,1,8,1,14779.25,75.34,1,1,2.0,744.3,0,2,0,1.0,26313.13,10345.47
5719,18,1823.75,1,8,1,40880.84,315.69,0,0,4.0,776.18,0,0,2,1.0,49235.71,32704.67
5721,30,2543.6,1,3,2,109166.83,614.21,0,1,4.0,682.81,1,0,0,1.0,125658.59,70958.44
5722,47,6293.08,1,6,1,165664.45,698.81,0,1,1.0,851.54,1,2,0,1.0,263592.43,124248.34
5723,33,2353.13,1,3,0,70621.78,682.06,0,1,3.0,857.41,0,1,2,1.0,109854.11,49435.25
5724,54,2353.13,1,14,1,66531.37,653.07,1,1,2.0,857.41,0,0,1,1.0,118980.18,49898.53
5728,37,2331.4,1,8,1,44132.18,234.44,1,1,3.0,683.62,0,0,1,1.0,60808.67,28685.92
5733,47,2551.73,1,11,2,88868.39,373.51,0,1,2.0,788.96,0,2,1,1.0,112362.74,66651.29
5735,52,2828.24,1,10,1,80729.22,531.4,1,0,2.0,774.2,0,1,1,1.0,118940.35,56510.45
5737,46,4150.99,1,10,2,186001.65,798.76,0,1,1.0,667.23,1,1,2,1.0,308263.89,130201.15
5738,38,6571.51,1,4,1,145149.57,487.55,1,1,3.0,750.61,0,1,1,1.0,188872.28,116119.66
5740,22,3624.96,1,14,1,90060.0,444.05,0,1,2.0,731.74,1,1,2,1.0,145447.66,58539.0
5742,18,2502.69,1,8,2,116617.94,492.86,0,0,2.0,700.59,0,2,2,1.0,198694.51,75801.66
5743,63,1866.2,1,8,0,47507.4,295.2,0,0,1.0,698.43,0,1,2,1.0,54916.51,33255.18
5744,44,1819.97,1,0,1,123605.37,400.07,0,1,3.0,781.64,0,1,2,1.0,200221.74,98884.3
5747,56,2282.57,1,8,1,44746.38,189.26,1,1,1.0,699.73,0,0,2,1.0,57385.43,29085.15
5748,53,2215.87,1,2,2,171380.98,484.07,0,0,1.0,741.49,0,1,1,1.0,289448.19,111397.64
5749,33,2215.87,1,8,1,77881.76,307.79,1,0,2.0,829.14,0,0,0,1.0,91604.61,62305.41
5756,62,2867.4,1,14,1,169491.7,496.98,0,0,2.0,711.2,0,0,1,1.0,234708.6,118644.19
5757,44,1655.62,1,4,0,38592.78,231.9,0,1,1.0,823.18,0,0,1,1.0,68025.53,25085.31
5758,18,3473.74,1,0,0,208850.17,718.99,0,0,2.0,823.18,0,1,1,1.0,279804.94,167080.14
5759,19,1251.48,1,8,0,61713.67,293.62,0,0,2.0,721.07,0,0,2,1.0,71775.76,40113.89
5760,55,1826.79,1,4,0,48607.28,271.56,1,1,3.0,794.18,0,1,1,1.0,58860.97,34025.1
5762,26,1729.48,1,6,0,80245.97,278.15,0,0,3.0,817.73,0,2,2,1.0,147195.05,56172.18
5763,60,1816.39,1,3,1,20593.17,192.62,0,1,4.0,664.58,0,2,0,1.0,35482.11,14415.22
5764,18,1697.3,1,3,1,30936.77,225.18,0,1,4.0,717.97,0,1,2,1.0,41411.07,20108.9
5766,36,2336.56,1,10,1,65003.82,359.65,1,1,2.0,653.9,0,0,0,1.0,90277.15,42252.48
5767,60,2026.12,0,14,1,7772.01,74.62,0,1,2.0,814.73,0,1,0,1.0,11010.35,5829.01
5768,61,2126.37,1,14,1,259756.19,844.35,1,1,2.0,671.51,0,1,2,1.0,441637.01,168841.52
5773,62,2914.18,0,10,1,108148.66,622.11,0,1,2.0,822.17,1,0,0,1.0,154604.18,81111.5
5775,34,1301.7,1,10,0,109089.67,565.21,1,1,2.0,763.95,0,2,0,1.0,122264.26,76362.77
5776,36,2494.66,1,6,0,90844.7,295.77,0,1,1.0,863.01,0,2,2,1.0,161794.46,72675.76
5777,58,2494.66,1,6,1,44419.41,171.12,0,1,1.0,863.01,0,2,1,1.0,71330.58,35535.53
5779,23,3222.04,1,10,1,149913.43,614.3,1,1,1.0,675.13,0,1,0,1.0,172998.08,104939.4
5781,59,1386.5,1,6,1,73939.29,398.55,0,1,2.0,705.51,0,2,2,1.0,119725.78,48060.54
5782,56,1386.5,1,11,1,87869.33,459.71,0,1,2.0,726.95,0,0,1,1.0,132090.17,61508.53
5783,55,988.01,1,10,2,64918.41,736.52,0,1,1.0,811.45,0,1,1,1.0,102407.51,45442.89
5784,65,988.01,1,8,1,70337.57,306.41,0,1,1.0,810.55,0,1,2,1.0,89583.51,52753.18
5785,60,988.01,1,8,1,20457.98,146.88,0,1,2.0,670.97,0,1,2,1.0,24054.36,13297.69
5786,18,2596.91,1,8,1,130684.51,631.99,0,1,1.0,799.67,0,1,0,1.0,173986.77,84944.93
5787,29,588.32,1,11,1,51561.31,554.35,0,1,3.0,799.67,0,1,2,1.0,79266.84,41249.05
5790,42,1614.5,1,11,1,40232.11,282.07,0,1,2.0,820.3,0,2,1,1.0,73149.89,30174.08
5791,62,1333.75,1,11,1,38778.61,236.14,0,0,3.0,673.19,1,1,0,1.0,58360.3,25206.1
5792,64,2707.15,1,8,1,26152.08,123.6,0,0,1.0,721.03,0,0,2,1.0,47955.33,18306.46
5798,18,1247.64,1,8,1,55290.14,259.18,0,1,2.0,680.97,0,1,2,1.0,72221.44,38703.1
5799,18,2207.25,1,8,1,68663.67,483.71,0,1,2.0,728.43,1,1,2,1.0,126418.92,48064.57
5801,25,4114.14,1,10,2,90845.17,469.3,0,1,3.0,792.38,0,0,2,1.0,100202.41,63591.62
5802,20,2812.94,1,3,1,122141.18,524.63,0,1,4.0,683.61,0,2,0,1.0,140983.51,85498.83
5803,22,3335.32,1,14,1,111734.44,663.47,0,1,2.0,813.06,1,1,1,1.0,191426.54,83800.83
5804,63,1778.23,0,4,0,21895.79,132.82,0,1,2.0,858.09,0,1,0,1.0,37910.51,15327.05
5805,41,3456.22,1,4,1,59268.07,517.91,0,1,3.0,656.19,0,1,1,1.0,93701.05,38524.25
5806,36,2484.63,1,4,1,72651.66,685.65,1,0,1.0,774.85,0,0,2,1.0,88193.6,47223.58
5807,55,1979.83,1,3,1,16560.93,116.75,0,0,1.0,774.85,0,2,2,1.0,26119.88,13248.74
5808,60,3141.17,1,10,1,124652.59,637.56,1,0,1.0,757.39,0,1,2,1.0,231726.63,93489.44
5809,18,6758.93,1,10,0,118738.47,899.42,1,1,5.0,729.41,0,0,1,1.0,147834.13,77180.01
5812,41,4896.59,1,4,2,314706.3,1087.07,1,1,1.0,742.96,0,1,1,1.0,372196.03,204559.1
5815,62,1297.93,1,0,0,34349.0,138.32,0,0,4.0,820.11,0,2,1,1.0,47156.11,25761.75
5816,59,1297.93,1,0,2,72452.3,791.52,0,0,4.0,740.95,0,0,2,1.0,120739.2,50716.61
5817,25,4129.2,1,6,1,77220.9,452.32,1,0,1.0,696.22,0,2,1,1.0,140945.99,50193.58
5818,55,3588.58,1,10,1,60510.83,328.97,1,0,3.0,651.34,1,0,1,1.0,112877.15,39332.04
5819,61,2715.14,1,11,1,73824.41,281.13,1,0,3.0,651.32,0,0,1,1.0,83440.31,51677.09
5820,35,1968.16,1,3,1,97033.9,282.68,0,1,2.0,698.41,1,0,2,1.0,158478.94,63072.04
5821,18,1968.16,1,0,0,96248.91,447.94,0,0,2.0,700.29,0,0,1,1.0,178029.6,67374.24
5822,47,1397.44,1,14,0,40484.9,174.57,0,1,2.0,701.75,0,0,0,1.0,54700.24,28339.43
5824,53,1256.72,1,14,1,78246.82,403.32,1,0,1.0,730.93,0,0,2,1.0,105320.52,50860.43
5825,32,6716.72,1,10,1,34518.74,347.62,0,1,2.0,809.46,0,1,1,1.0,62214.97,24163.12
5826,18,1868.33,1,3,0,20888.62,137.51,0,1,2.0,809.46,0,1,0,1.0,25551.77,16710.9
5827,20,2320.14,1,6,1,46405.64,361.43,0,1,2.0,739.32,1,0,0,1.0,78748.76,32483.95
5828,61,3408.82,0,6,1,53258.42,255.97,0,0,4.0,859.89,0,0,0,1.0,88001.39,42606.74
5831,55,1537.03,1,14,1,61168.9,324.67,1,1,3.0,678.54,0,0,2,1.0,111790.05,39759.79
5832,18,1537.03,1,8,1,112254.46,422.01,1,1,2.0,773.73,0,2,1,1.0,137670.97,89803.57
5833,44,1537.03,1,1,0,53182.12,241.17,0,1,3.0,773.73,1,2,0,1.0,99922.99,39886.59
5835,18,753.28,1,11,0,20747.07,92.46,1,1,3.0,769.58,0,0,1,1.0,29712.22,16597.66
5836,34,1918.18,1,2,1,107175.43,522.52,1,0,2.0,779.94,0,0,1,1.0,177262.29,75022.8
5837,55,2844.37,1,8,1,41594.4,432.86,1,1,2.0,779.94,0,1,1,1.0,76657.51,29116.08
5838,58,1835.77,1,8,0,25730.93,156.59,0,0,1.0,690.4,1,2,2,1.0,37718.09,16725.1
5839,48,3524.56,1,14,0,172878.74,806.79,0,0,3.0,811.06,0,2,0,1.0,191232.4,138302.99
5840,38,4070.58,1,14,1,23414.08,233.16,1,1,4.0,685.12,0,0,1,1.0,34072.79,16389.86
5841,35,1360.29,1,2,1,36236.33,243.26,0,1,2.0,674.6,0,2,0,1.0,68346.83,23553.61
5842,51,3070.66,1,4,1,85103.77,212.25,1,0,2.0,664.79,0,2,0,1.0,147710.73,55317.45
5844,57,2588.84,1,3,2,200864.77,1045.95,0,0,2.0,691.12,1,0,1,1.0,278736.23,130562.1
5845,51,846.05,1,10,1,96984.19,279.57,0,0,2.0,753.37,0,0,2,1.0,178234.33,67888.93
5846,62,968.63,1,8,0,26922.24,134.37,1,1,2.0,743.0,0,1,0,1.0,47660.48,18845.57
5848,18,1019.24,1,8,1,119241.7,760.6,0,0,2.0,749.98,0,0,1,1.0,160505.08,77507.1
5849,57,1840.92,1,14,1,92069.07,453.66,0,1,2.0,650.69,0,0,2,1.0,129346.53,59844.9
5850,26,2710.22,1,8,0,185166.45,763.36,1,1,2.0,750.66,0,1,1,1.0,308921.93,138874.84
5852,48,1931.64,1,0,1,74651.8,369.7,0,1,2.0,722.46,0,2,0,1.0,129370.03,48523.67
5854,18,2578.0,1,10,0,39202.07,470.85,1,1,3.0,850.28,0,1,2,1.0,73596.27,29401.55
5855,40,3980.08,1,10,1,144224.25,616.71,1,1,4.0,744.65,1,1,0,1.0,210252.43,100956.98
5856,59,3980.08,1,10,1,177104.87,568.99,0,0,1.0,819.91,0,2,1,1.0,318793.12,123973.41
5857,18,5909.11,1,10,2,127268.12,583.75,0,1,2.0,831.07,0,1,0,1.0,231367.67,89087.68
5858,20,1684.82,1,3,1,85778.24,471.49,0,1,3.0,694.56,1,2,1,1.0,140130.26,60044.77
5860,61,1217.45,1,14,1,46027.13,348.95,0,1,2.0,824.2,0,1,1,1.0,79066.68,32218.99
5862,63,6775.76,0,3,2,189347.73,867.95,0,1,1.0,779.99,1,0,2,1.0,260096.12,132543.41
5863,53,1979.62,1,3,1,12215.1,133.55,0,1,2.0,810.72,0,0,0,1.0,18656.01,9772.08
5864,18,1280.74,1,8,1,88425.6,340.08,0,1,2.0,711.95,0,2,0,1.0,117553.12,61897.92
5865,18,8439.94,1,3,1,258752.68,764.22,1,1,3.0,769.3,1,1,0,1.0,411534.87,194064.51
5866,23,6280.99,1,10,2,171409.28,682.67,1,0,2.0,699.51,0,1,0,1.0,262447.6,119986.5
5867,23,2241.45,1,16,0,44590.79,313.71,0,1,4.0,683.57,0,1,0,1.0,50058.89,28984.01
5868,57,2191.98,1,0,1,51313.54,393.98,1,1,3.0,695.73,0,1,0,1.0,79083.36,35919.48
5869,25,1640.88,1,8,1,69681.73,380.18,0,1,2.0,752.48,0,1,1,1.0,79914.55,55745.38
5870,63,4861.79,1,3,2,130062.64,706.92,0,1,2.0,790.53,1,0,2,1.0,156135.17,104050.11
5871,28,931.22,1,11,1,23694.46,241.14,0,1,2.0,817.81,0,0,0,1.0,40696.95,16586.12
5872,63,2493.61,0,7,1,96407.33,437.32,0,0,1.0,765.64,0,1,0,1.0,110703.92,77125.86
5873,54,6675.01,1,7,2,371390.59,974.25,1,0,2.0,777.63,1,1,2,1.0,678932.62,278542.94
5874,21,1529.08,1,9,1,220112.2,884.66,0,1,2.0,860.47,0,1,1,1.0,313075.86,165084.15
5876,18,2453.48,1,13,1,86587.63,534.82,1,1,3.0,697.5,0,2,0,1.0,142059.25,60611.34
5878,20,1839.67,1,8,1,201566.03,524.89,0,0,4.0,791.03,0,1,2,1.0,313969.12,161252.82
5879,19,1585.66,1,17,1,70383.4,322.15,0,0,2.0,685.75,0,1,0,1.0,106687.45,49268.38
5881,43,1286.9,1,8,1,101122.22,405.82,0,0,4.0,704.73,1,0,0,1.0,159615.7,65729.44
5882,41,1209.58,1,11,0,66021.5,258.02,0,0,4.0,691.85,1,2,1,1.0,94528.23,42913.98
5883,20,4737.66,1,10,1,95688.61,451.11,1,0,3.0,759.46,0,1,0,1.0,152694.78,76550.89
5884,26,2448.92,1,4,1,106053.1,293.51,0,1,1.0,767.06,1,1,2,1.0,152697.58,79539.83
5887,30,1267.55,1,2,2,16645.96,84.79,0,0,1.0,817.08,0,1,1,1.0,27199.66,12484.47
5889,62,1224.12,0,6,1,31066.41,160.03,0,1,2.0,803.67,1,0,0,1.0,56004.2,24853.13
5894,29,3022.94,1,16,0,62029.32,238.43,0,1,1.0,716.87,0,2,2,1.0,83133.33,40319.06
5895,38,3022.94,1,16,1,102692.37,461.6,0,0,1.0,770.47,0,1,2,1.0,147797.41,77019.28
5896,65,2198.28,0,10,1,41668.48,235.61,1,1,1.0,856.24,0,1,0,1.0,66692.61,37501.63
5897,18,5974.8,1,10,0,87603.55,409.45,0,1,1.0,849.77,0,0,2,1.0,163771.86,61322.48
5898,38,3258.51,1,14,0,61143.19,333.26,1,1,2.0,758.76,0,0,2,1.0,68110.69,39743.07
5899,18,3258.51,1,8,1,99513.64,457.76,0,1,3.0,758.76,1,0,0,1.0,149031.21,69659.55
5900,62,3351.37,1,8,1,44111.04,206.56,1,1,3.0,671.88,0,2,2,1.0,68509.96,28672.18
5901,60,3351.37,1,8,1,38155.94,421.77,0,1,2.0,678.48,0,1,1,1.0,42908.0,24801.36
5903,18,3224.61,1,3,1,29848.26,153.43,0,1,3.0,718.71,0,2,0,1.0,47781.17,20893.78
5904,22,3224.61,1,3,1,230017.28,874.5,1,0,2.0,770.84,0,1,0,1.0,296314.27,161012.1
5905,24,2101.58,1,2,1,182630.06,527.57,1,1,2.0,828.6,0,2,2,1.0,303817.05,127841.04
5906,18,1511.88,1,8,1,40977.03,278.9,0,0,2.0,798.69,0,1,0,1.0,70147.47,32781.62
5907,20,894.5,1,8,0,49656.83,278.74,1,1,3.0,651.93,1,1,0,1.0,84582.18,32276.94
5910,41,3771.57,1,10,0,192911.32,510.37,1,0,3.0,691.42,0,1,2,1.0,309688.81,135037.92
5911,18,1540.31,1,8,1,111651.58,658.45,0,1,4.0,809.82,0,2,2,1.0,206750.29,83738.68
5912,18,2243.61,1,14,1,102942.7,382.12,1,1,4.0,752.09,0,1,0,1.0,170229.12,72059.89
5913,57,2243.61,1,14,1,145629.36,430.4,0,1,2.0,688.31,0,0,2,1.0,248038.32,94659.08
5914,63,3761.95,1,3,1,149455.24,630.8,0,1,3.0,726.91,0,1,0,1.0,227821.25,104618.67
5915,25,4096.12,1,8,1,79681.68,374.78,0,1,4.0,713.11,1,2,1,1.0,134062.41,51793.09
5916,52,1368.91,1,8,1,21228.0,156.23,1,1,2.0,781.71,0,2,0,1.0,26590.49,13798.2
5918,18,3168.58,1,8,1,84908.09,375.65,1,1,2.0,713.18,0,0,0,1.0,152109.54,55190.26
5919,44,3168.58,1,8,2,56419.12,357.27,0,1,4.0,831.23,0,0,0,1.0,84881.9,45135.3
5920,18,1366.05,1,8,1,75786.35,380.59,0,0,2.0,768.6,0,2,0,1.0,85510.5,60629.08
5921,61,1366.05,1,8,1,83465.72,245.13,1,1,2.0,677.53,1,2,1,1.0,99354.32,58426.0
5922,62,1013.11,1,0,2,232174.25,686.97,1,0,3.0,774.46,0,0,0,1.0,266417.88,185739.4
5923,58,1013.11,1,15,2,164768.62,596.02,0,1,1.0,808.67,1,0,1,1.0,278652.42,115338.03
